index|itemID|simulationPrice|promotion|promotion_train|promotion_test|predicted_promotion
5576|5577|21.68||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5577|5578|15.03||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5578|5579|6.61||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5579|5580|27.9||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5580|5581|7.06||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5581|5582|46.37||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5582|5583|39.8||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5583|5584|2.25||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5584|5585|2.19||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5585|5586|13.4||[]|[]|
5586|5587|27.12||[]|[]|
5587|5588|6.46||[datetime.date(2018, 3, 24), datetime.date(2018, 3, 25)]|[]|2018-03-24
5587|5588|6.46||[datetime.date(2018, 3, 24), datetime.date(2018, 3, 25)]|[]|2018-03-25
5588|5589|1.93||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5589|5590|37.72||[datetime.date(2018, 3, 24), datetime.date(2018, 3, 25)]|[]|2018-03-24
5589|5590|37.72||[datetime.date(2018, 3, 24), datetime.date(2018, 3, 25)]|[]|2018-03-25
5590|5591|20.57||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5591|5592|38.14||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5592|5593|20.57||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5593|5594|2.6||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5594|5595|37.41||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5595|5596|17.64||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5596|5597|8.49||[]|[]|
5597|5598|6.4||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5598|5599|3.48||[]|[]|
5599|5600|6.6||[]|[]|
5600|5601|45.05||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5601|5602|22.3||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5602|5603|6.1||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5603|5604|4.77||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5604|5605|36.58||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5605|5606|27.8||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5606|5607|37.13||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5607|5608|11.9||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5608|5609|3.15||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5609|5610|48.49||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5610|5611|11.91||[]|[]|
5611|5612|8.49||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5612|5613|25.46||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5613|5614|8.97||[datetime.date(2018, 3, 24), datetime.date(2018, 3, 25)]|[]|2018-03-24
5613|5614|8.97||[datetime.date(2018, 3, 24), datetime.date(2018, 3, 25)]|[]|2018-03-25
5614|5615|3.85||[datetime.date(2018, 3, 24), datetime.date(2018, 3, 25)]|[]|2018-03-24
5614|5615|3.85||[datetime.date(2018, 3, 24), datetime.date(2018, 3, 25)]|[]|2018-03-25
5615|5616|22.15||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5616|5617|29.28||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5617|5618|2.62||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5618|5619|9.65||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5619|5620|3.69||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5620|5621|20.06||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5621|5622|11.52||[datetime.date(2018, 3, 25)]|[]|2018-03-25
5622|5623|3.89||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5623|5624|1.47||[]|[]|
5624|5625|32.09||[datetime.date(2018, 3, 24)]|[]|2018-03-24
5625|5626|58.98||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5626|5627|6.28||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5627|5628|10.97||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5628|5629|52.21||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5629|5630|29.95||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5630|5631|20.92||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5631|5632|49.43||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5632|5633|42.71||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5633|5634|55.9||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5634|5635|17.83||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5635|5636|26.42||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5636|5637|8.49||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5637|5638|24.81||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5638|5639|11.77||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5639|5640|19.53||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5640|5641|2.82||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5641|5642|46.37||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5642|5643|24.81||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5643|5644|7.54||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5644|5645|13.9||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5645|5646|12.51||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5646|5647|28.47||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5647|5648|6.1||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5648|5649|30.52||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5649|5650|31.45||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5650|5651|15.9||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5651|5652|21.08||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5652|5653|34.32||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5653|5654|27.06||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5654|5655|48.07||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5655|5656|12.32||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5656|5657|32.7||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5657|5658|39.8||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5658|5659|9.8||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5659|5660|7.67||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5660|5661|11.18||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5661|5662|34.81||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5662|5663|31.27||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5663|5664|26.01||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5664|5665|1.02||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14)]|[]|2018-03-07
5664|5665|1.02||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14)]|[]|2018-03-14
5665|5666|24.28||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5666|5667|12.77||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5667|5668|7.38||[datetime.date(2018, 3, 26)]|[]|2018-03-26
5668|5669|16.16||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5669|5670|10.99||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5670|5671|1.99||[]|[]|
5671|5672|2.35||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5672|5673|32.7||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5673|5674|7.18||[]|[]|
5674|5675|3.27||[]|[]|
5675|5676|16.9||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5676|5677|14.83|2018-06-30|[datetime.date(2018, 4, 25), datetime.date(2018, 5, 15)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-04-25
5676|5677|14.83|2018-06-30|[datetime.date(2018, 4, 25), datetime.date(2018, 5, 15)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-05-15
5676|5677|14.83|2018-06-30|[datetime.date(2018, 4, 25), datetime.date(2018, 5, 15)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-05
5676|5677|14.83|2018-06-30|[datetime.date(2018, 4, 25), datetime.date(2018, 5, 15)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-10
5676|5677|14.83|2018-06-30|[datetime.date(2018, 4, 25), datetime.date(2018, 5, 15)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-14
5677|5678|4.16||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5678|5679|12.01||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5679|5680|13.9||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5680|5681|43.25||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5681|5682|9.06||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5682|5683|20.13||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5683|5684|22.3||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5684|5685|27.75||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5685|5686|3.65||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5686|5687|7.13||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5687|5688|2.48||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5688|5689|20.59||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5689|5690|26.49||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5690|5691|6.61||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5691|5692|4.35||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5692|5693|17.46||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5693|5694|3.39||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5694|5695|11.54||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5695|5696|38.97||[]|[]|
5696|5697|17.98||[]|[]|
5697|5698|8.54||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5698|5699|61.3||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5699|5700|7.2||[]|[]|
5700|5701|8.45||[datetime.date(2018, 3, 19)]|[]|2018-03-19
5701|5702|5.66||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5702|5703|16.1||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5703|5704|19.01||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5704|5705|15.41||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5705|5706|34.95||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5706|5707|52.59||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5707|5708|5.8||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5708|5709|13.69||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5709|5710|6.54||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5710|5711|3.0||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5711|5712|5.19||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5712|5713|12.9||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5713|5714|10.72||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5714|5715|32.7||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5715|5716|13.6||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5716|5717|8.33||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5717|5718|15.42||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5718|5719|8.1||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5719|5720|20.59||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5720|5721|7.12||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5721|5722|57.51||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5722|5723|61.27||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5723|5724|6.28||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5724|5725|3.31||[]|[]|
5725|5726|25.24||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5726|5727|11.07||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5727|5728|22.25||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5728|5729|9.1||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5729|5730|20.66||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5730|5731|12.9||[]|[]|
5731|5732|5.89||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5732|5733|36.93||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5733|5734|88.48||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5734|5735|12.24||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5735|5736|4.52||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5736|5737|8.1||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5737|5738|9.81||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5738|5739|4.08||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5739|5740|5.44||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5740|5741|25.3||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5741|5742|5.2||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5742|5743|3.48||[]|[]|
5743|5744|6.6||[]|[]|
5744|5745|2.57||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5745|5746|21.14||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5746|5747|12.69||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5747|5748|12.51||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5748|5749|40.88||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5749|5750|51.26||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5750|5751|15.38||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5751|5752|15.35||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5752|5753|12.78||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5753|5754|36.67||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5754|5755|10.7||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5755|5756|11.57||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5756|5757|2.2||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5757|5758|3.79||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5758|5759|16.27||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5759|5760|9.06||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5760|5761|20.27||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5761|5762|16.27||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5762|5763|2.02||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5763|5764|35.86||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5764|5765|6.33||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5765|5766|13.01||[]|[]|
5766|5767|2.84||[datetime.date(2018, 4, 11)]|[]|2018-04-11
5767|5768|14.25||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5768|5769|8.1||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5769|5770|3.15||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5770|5771|11.9||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5771|5772|3.99||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5772|5773|24.37||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5773|5774|1.45||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5774|5775|30.54||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5775|5776|23.25||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5776|5777|22.15||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5777|5778|13.08||[]|[]|
5778|5779|44.14||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5779|5780|26.4||[]|[]|
5780|5781|4.57||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5781|5782|20.12||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5782|5783|1.39||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5783|5784|38.97||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5784|5785|43.25||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5785|5786|3.65||[]|[]|
5786|5787|10.2||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5787|5788|26.4||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5788|5789|1.81||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5789|5790|1.45||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5790|5791|26.82||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5791|5792|9.9||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5792|5793|4.42||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5793|5794|12.51||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5794|5795|4.89||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5795|5796|7.95||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5796|5797|1.35||[datetime.date(2018, 4, 22)]|[]|2018-04-22
5797|5798|3.14||[]|[]|
5798|5799|17.02||[]|[]|
5799|5800|25.01||[datetime.date(2018, 5, 23)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-05-23
5799|5800|25.01||[datetime.date(2018, 5, 23)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-06
5799|5800|25.01||[datetime.date(2018, 5, 23)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-10
5799|5800|25.01||[datetime.date(2018, 5, 23)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-14
5800|5801|21.14||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5801|5802|7.59||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5802|5803|11.52||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5803|5804|21.69||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5804|5805|5.89||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5805|5806|10.52||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5806|5807|16.87||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5807|5808|5.03||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5808|5809|3.88||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5809|5810|53.67||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5810|5811|16.71||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5811|5812|16.27||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5812|5813|31.97||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5813|5814|34.93||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5814|5815|25.77||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5815|5816|25.87||[datetime.date(2018, 3, 28)]|[]|2018-03-28
5816|5817|9.81||[datetime.date(2018, 3, 18)]|[]|2018-03-18
5817|5818|8.77||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5818|5819|19.29||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5819|5820|2.7||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5820|5821|19.1||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5821|5822|10.8||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5822|5823|1.92||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5823|5824|31.44||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5824|5825|33.17||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5825|5826|14.62||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5826|5827|4.78||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5827|5828|36.29||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5828|5829|1.81||[datetime.date(2018, 3, 29)]|[]|2018-03-29
5829|5830|18.86|2018-07-10|[]|[]|
5830|5831|23.83||[]|[]|
5831|5832|2.84|2018-07-10|[]|[]|
5832|5833|4.72||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-05-01
5832|5833|4.72||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-06-02
5832|5833|4.72||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-06-03
5832|5833|4.72||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-06-08
5832|5833|4.72||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-06-12
5832|5833|4.72||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-06-14
5833|5834|27.01||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9)]|2018-05-01
5833|5834|27.01||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9)]|2018-06-03
5833|5834|27.01||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9)]|2018-06-04
5833|5834|27.01||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9)]|2018-06-06
5833|5834|27.01||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9)]|2018-06-07
5833|5834|27.01||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9)]|2018-06-09
5834|5835|15.89||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2)]|2018-05-01
5834|5835|15.89||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2)]|2018-06-02
5835|5836|17.11|2018-07-10|[]|[]|
5836|5837|32.56||[]|[]|
5837|5838|3.27|2018-07-10|[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-03
5837|5838|3.27|2018-07-10|[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-04
5837|5838|3.27|2018-07-10|[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-14
5837|5838|3.27|2018-07-10|[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-15
5838|5839|4.51||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2)]|2018-05-01
5838|5839|4.51||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2)]|2018-06-02
5839|5840|4.07||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-05-01
5839|5840|4.07||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-03
5839|5840|4.07||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-09
5839|5840|4.07||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-10
5840|5841|17.79||[datetime.date(2018, 5, 1), datetime.date(2018, 5, 4)]|[]|2018-05-01
5840|5841|17.79||[datetime.date(2018, 5, 1), datetime.date(2018, 5, 4)]|[]|2018-05-04
5841|5842|2.26||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 14)]|2018-05-01
5841|5842|2.26||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 14)]|2018-06-08
5841|5842|2.26||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 14)]|2018-06-09
5841|5842|2.26||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 14)]|2018-06-14
5842|5843|1.12||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5)]|2018-05-01
5842|5843|1.12||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5)]|2018-06-03
5842|5843|1.12||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5)]|2018-06-05
5843|5844|1.57||[datetime.date(2018, 5, 1)]|[]|2018-05-01
5844|5845|7.63||[datetime.date(2018, 5, 1)]|[]|2018-05-01
5845|5846|19.07||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 5)]|2018-05-01
5845|5846|19.07||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 5)]|2018-06-05
5846|5847|2.4||[datetime.date(2018, 5, 1)]|[]|2018-05-01
5847|5848|23.29|2018-07-10|[]|[datetime.date(2018, 6, 14)]|2018-06-14
5848|5849|3.22||[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-03
5848|5849|3.22||[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-09
5848|5849|3.22||[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-12
5848|5849|3.22||[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-14
